case,expert_ranking,proxy,aggregation,spearman_mean_Uni1,spearman_std_Uni1,kendall_mean_Uni1,kendall_std_Uni1,n_Uni1,spearman_mean_Uni2,spearman_std_Uni2,kendall_mean_Uni2,kendall_std_Uni2,n_Uni2,delta_spearman,abs_delta_spearman
unanimous_up_to_ties,1-2-5-3-8,log_time_function,avg,0.9,0,0.8,0,5,0.9,0,0.8,0,5,0,0
unanimous_up_to_ties,1-2-5-3-8,log_time_function,median,1,0,1,0,5,0.6,0,0.4,0,5,0.4,0.4
unanimous_up_to_ties,1-2-5-3-8,log_time_output,per_student,0.447297297,0.360169995,0.337837838,0.289782165,37,0.657142857,0.311022015,0.571428571,0.328260723,7,-0.20984556,0.20984556
unanimous_up_to_ties,1-2-5-3-8,log_time_output,avg,1,0,1,0,5,0.9,0,0.8,0,5,0.1,0.1
unanimous_up_to_ties,1-2-5-3-8,log_time_output,median,1,0,1,0,5,0.7,0,0.6,0,5,0.3,0.3
unanimous_up_to_ties,1-2-5-3-8,log_time_syntaxBL,per_student,0.190540541,0.369959428,0.154054054,0.300984506,37,0.071428571,0.345229885,0.071428571,0.286427681,7,0.119111969,0.119111969
unanimous_up_to_ties,1-2-5-3-8,log_time_syntaxBL,avg,0.3,0,0.2,0,5,-0.1,0,0,0,5,0.4,0.4
unanimous_up_to_ties,1-2-5-3-8,log_time_syntaxBL,median,0.1,0.2,0.1,0.1,5,-0.1,0,0,0,5,0.2,0.2
unanimous_up_to_ties,1-2-5-3-8,log_time_scaleSM,per_student,0.228378378,0.400766249,0.181081081,0.33838874,37,0.221428571,0.450283357,0.185714286,0.390708409,7,0.006949807,0.006949807
unanimous_up_to_ties,1-2-5-3-8,log_time_scaleSM,avg,0.9,0,0.8,0,5,0.1,0,0,0,5,0.8,0.8
unanimous_up_to_ties,1-2-5-3-8,log_time_scaleSM,median,0.5,0.288675135,0.4,0.294392029,5,0.4,0.21602469,0.3,0.191485422,5,0.1,0.1
unanimous_up_to_ties,1-2-5-3-8,log_time_scaleST,per_student,0.245945946,0.45772327,0.2,0.396607233,37,0.178571429,0.461253837,0.128571429,0.365334624,7,0.067374517,0.067374517
unanimous_up_to_ties,1-2-5-3-8,log_time_scaleST,avg,0.9,0,0.8,0,5,0.3,0,0.2,0,5,0.6,0.6
unanimous_up_to_ties,1-2-5-3-8,log_time_scaleST,median,0.75,0.15,0.6,0.21602469,5,-9.25E-18,0.3,4.63E-18,0.21602469,5,0.75,0.75
unanimous_up_to_ties,1-2-5-3-8,time_correct_function,per_student,0.327586207,0.605660968,0.273563218,0.55786809,29,0.335714286,0.672263918,0.285714286,0.643368403,7,-0.008128079,0.008128079
unanimous_up_to_ties,1-2-5-3-8,time_correct_function,avg,0.8,0,0.6,0,5,0.9,0,0.8,0,5,-0.1,0.1
unanimous_up_to_ties,1-2-5-3-8,time_correct_function,median,0.7,0,0.6,0,5,0.55,0.05,0.3,0.1,5,0.15,0.15
unanimous_up_to_ties,1-2-5-3-8,time_correct_output,per_student,0.396666667,0.540668311,0.337777778,0.471304992,30,0.442857143,0.742307489,0.395238095,0.70066376,7,-0.046190476,0.046190476
unanimous_up_to_ties,1-2-5-3-8,time_correct_output,avg,1,0,1,0,5,0.9,0,0.8,0,5,0.1,0.1
unanimous_up_to_ties,1-2-5-3-8,time_correct_output,median,0.9,0,0.8,0,5,0.9,0,0.8,0,5,0,0
unanimous_up_to_ties,1-2-5-3-8,time_correct_syntaxBL,per_student,0.038571429,0.37627606,0.022857143,0.290021502,35,0.014285714,0.269542318,0.023809524,0.212852349,7,0.024285714,0.024285714
unanimous_up_to_ties,1-2-5-3-8,time_correct_syntaxBL,avg,0.3,0,0.2,0,5,0.3,0,0.2,0,5,0,0
unanimous_up_to_ties,1-2-5-3-8,time_correct_syntaxBL,median,0.1,0.2,0.1,0.1,5,-0.1,0,0,0,5,0.2,0.2
unanimous_up_to_ties,1-2-5-3-8,log_time_correct_function,per_student,0.327586207,0.605660968,0.273563218,0.55786809,29,0.335714286,0.672263918,0.285714286,0.643368403,7,-0.008128079,0.008128079
unanimous_up_to_ties,1-2-5-3-8,log_time_correct_function,avg,0.7,0,0.6,0,5,0.9,0,0.8,0,5,-0.2,0.2
unanimous_up_to_ties,1-2-5-3-8,log_time_correct_function,median,0.7,0,0.6,0,5,0.55,0.05,0.3,0.1,5,0.15,0.15
unanimous_up_to_ties,1-2-5-3-8,log_time_correct_output,per_student,0.396666667,0.540668311,0.337777778,0.471304992,30,0.442857143,0.742307489,0.395238095,0.70066376,7,-0.046190476,0.046190476
unanimous_up_to_ties,1-2-5-3-8,log_time_correct_output,avg,1,0,1,0,5,0.9,0,0.8,0,5,0.1,0.1
unanimous_up_to_ties,1-2-5-3-8,log_time_correct_output,median,0.9,0,0.8,0,5,0.9,0,0.8,0,5,0,0
unanimous_up_to_ties,1-2-5-3-8,log_time_correct_syntaxBL,per_student,0.038571429,0.37627606,0.022857143,0.290021502,35,0.014285714,0.269542318,0.023809524,0.212852349,7,0.024285714,0.024285714
unanimous_up_to_ties,1-2-5-3-8,log_time_correct_syntaxBL,avg,0.3,0,0.2,0,5,-0.1,0,0,0,5,0.4,0.4
unanimous_up_to_ties,1-2-5-3-8,log_time_correct_syntaxBL,median,0.1,0.2,0.1,0.1,5,-0.1,0,0,0,5,0.2,0.2
unanimous_up_to_ties,1-2-5-3-8,acc_function,per_student,0.378378378,0.39652895,0.321621622,0.331365019,37,0.228571429,0.381591725,0.171428571,0.301018679,7,0.14980695,0.14980695
unanimous_up_to_ties,1-2-5-3-8,acc_function,avg,0.8,0,0.6,0,5,0.5,0,0.4,0,5,0.3,0.3
unanimous_up_to_ties,1-2-5-3-8,acc_function,median,0.5,0.288675135,0.4,0.294392029,5,0.25,0.381881308,0.2,0.294392029,5,0.25,0.25
unanimous_up_to_ties,1-2-5-3-8,acc_output,per_student,0.209459459,0.365365023,0.167567568,0.292292018,37,0.25,0.298807152,0.2,0.239045722,7,-0.040540541,0.040540541
unanimous_up_to_ties,1-2-5-3-8,acc_output,avg,0.7,0,0.6,0,5,0.5,0.158113883,0.4,0.141421356,5,0.2,0.2
unanimous_up_to_ties,1-2-5-3-8,acc_output,median,0.5,0.288675135,0.4,0.294392029,5,0.5,0.288675135,0.4,0.294392029,5,0,0
unanimous_up_to_ties,1-2-5-3-8,acc_syntaxBL,per_student,-0.087837838,0.144916288,-0.07027027,0.11593303,37,-0.107142857,0.123717915,-0.085714286,0.098974332,7,0.019305019,0.019305019
unanimous_up_to_ties,1-2-5-3-8,acc_syntaxBL,avg,-0.55,0.15,-0.5,0.1,5,-0.25,0.381881308,-0.2,0.294392029,5,-0.3,0.3
unanimous_up_to_ties,1-2-5-3-8,acc_syntaxBL,median,0,0,0,0,5,0,0,0,0,5,0,0
unanimous_up_to_ties,1-2-5-3-8,scaleSM,per_student,0.597297297,0.236513512,0.5,0.218099903,37,0.678571429,0.190595201,0.571428571,0.205038573,7,-0.081274131,0.081274131
unanimous_up_to_ties,1-2-5-3-8,scaleSM,avg,0.7,0,0.6,0,5,0.95,0.05,0.9,0.1,5,-0.25,0.25
unanimous_up_to_ties,1-2-5-3-8,scaleSM,median,0.6,0.21602469,0.5,0.191485422,5,0.6,0.21602469,0.5,0.191485422,5,0,0
unanimous_up_to_ties,1-2-5-3-8,scaleST,per_student,0.563513514,0.271046184,0.456756757,0.239978085,37,0.55,0.205287255,0.457142857,0.176126114,7,0.013513514,0.013513514
unanimous_up_to_ties,1-2-5-3-8,scaleST,avg,0.9,0,0.8,0,5,0.8,0,0.6,0,5,0.1,0.1
unanimous_up_to_ties,1-2-5-3-8,scaleST,median,0.8,0.141421356,0.7,0.191485422,5,0.6,0.21602469,0.5,0.191485422,5,0.2,0.2
unanimous_up_to_ties,1-2-5-7-6,readTime,per_student,0.402702703,0.416865061,0.318918919,0.376927721,37,0.585714286,0.313635691,0.514285714,0.318157964,7,-0.183011583,0.183011583
unanimous_up_to_ties,1-2-5-7-6,readTime,avg,0.9,0,0.8,0,5,0.7,0,0.6,0,5,0.2,0.2
unanimous_up_to_ties,1-2-5-7-6,readTime,median,0.7,0,0.6,0,5,0.5,0,0.4,0,5,0.2,0.2
unanimous_up_to_ties,1-2-5-7-6,log_readTime,per_student,0.272972973,0.56647256,0.233333333,0.479489218,37,0.585714286,0.313635691,0.514285714,0.318157964,7,-0.312741313,0.312741313
unanimous_up_to_ties,1-2-5-7-6,log_readTime,avg,0.9,0,0.8,0,5,0.7,0,0.6,0,5,0.2,0.2
unanimous_up_to_ties,1-2-5-7-6,log_readTime,median,0.7,0,0.6,0,5,0.5,0,0.4,0,5,0.2,0.2
unanimous_up_to_ties,1-2-5-7-6,time_function,per_student,0.07027027,0.503428711,0.059459459,0.396238707,37,0.3,0.465985898,0.285714286,0.383325939,7,-0.22972973,0.22972973
unanimous_up_to_ties,1-2-5-7-6,time_function,avg,0.7,0,0.6,0,5,0.9,0,0.8,0,5,-0.2,0.2
unanimous_up_to_ties,1-2-5-7-6,time_function,median,1,0,1,0,5,0.6,0,0.4,0,5,0.4,0.4
unanimous_up_to_ties,1-2-5-7-6,time_output,per_student,0.521621622,0.377856783,0.432432432,0.330482084,37,0.742857143,0.169933961,0.628571429,0.218529408,7,-0.221235521,0.221235521
unanimous_up_to_ties,1-2-5-7-6,time_output,avg,1,0,1,0,5,1,0,1,0,5,0,0
unanimous_up_to_ties,1-2-5-7-6,time_output,median,1,0,1,0,5,1,0,1,0,5,0,0
unanimous_up_to_ties,1-2-5-7-6,time_syntaxBL,per_student,0.082432432,0.415772842,0.07027027,0.323715645,37,0.142857143,0.266496544,0.1,0.220389266,7,-0.06042471,0.06042471
unanimous_up_to_ties,1-2-5-7-6,time_syntaxBL,avg,0.1,0,0,0,5,0.1,0,0,0,5,0,0
unanimous_up_to_ties,1-2-5-7-6,time_syntaxBL,median,0.2,0.1,0.1,0.1,5,-0.1,0.2,-0.1,0.1,5,0.3,0.3
unanimous_up_to_ties,1-2-5-7-6,time_scaleSM,per_student,0.1,0.45840499,0.083783784,0.373090463,37,0.314285714,0.206526176,0.257142857,0.176126114,7,-0.214285714,0.214285714
unanimous_up_to_ties,1-2-5-7-6,time_scaleSM,avg,0.1,0,0,0,5,0.4,0,0.4,0,5,-0.3,0.3
unanimous_up_to_ties,1-2-5-7-6,time_scaleSM,median,0.5,0.288675135,0.4,0.294392029,5,0.8,0.1,0.7,0.1,5,-0.3,0.3
unanimous_up_to_ties,1-2-5-7-6,time_scaleST,per_student,0.091891892,0.391724102,0.062162162,0.319079208,37,0.328571429,0.383459015,0.257142857,0.301695887,7,-0.236679537,0.236679537
unanimous_up_to_ties,1-2-5-7-6,time_scaleST,avg,-0.5,0,-0.2,0,5,0.7,0,0.6,0,5,-1.2,1.2
unanimous_up_to_ties,1-2-5-7-6,time_scaleST,median,-4.63E-18,0.40824829,0,0.294392029,5,0.2,0.1,0.1,0.1,5,-0.2,0.2
unanimous_up_to_ties,1-2-5-7-6,log_time_function,per_student,0.07027027,0.503428711,0.059459459,0.396238707,37,0.3,0.465985898,0.285714286,0.383325939,7,-0.22972973,0.22972973
unanimous_up_to_ties,1-2-5-7-6,log_time_function,avg,0.6,0,0.4,0,5,0.9,0,0.8,0,5,-0.3,0.3
unanimous_up_to_ties,1-2-5-7-6,log_time_function,median,1,0,1,0,5,0.6,0,0.4,0,5,0.4,0.4
unanimous_up_to_ties,1-2-5-7-6,log_time_output,per_student,0.521621622,0.377856783,0.432432432,0.330482084,37,0.742857143,0.169933961,0.628571429,0.218529408,7,-0.221235521,0.221235521
unanimous_up_to_ties,1-2-5-7-6,log_time_output,avg,1,0,1,0,5,1,0,1,0,5,0,0
unanimous_up_to_ties,1-2-5-7-6,log_time_output,median,1,0,1,0,5,1,0,1,0,5,0,0
unanimous_up_to_ties,1-2-5-7-6,log_time_syntaxBL,per_student,0.082432432,0.415772842,0.07027027,0.323715645,37,0.142857143,0.266496544,0.1,0.220389266,7,-0.06042471,0.06042471
unanimous_up_to_ties,1-2-5-7-6,log_time_syntaxBL,avg,0.3,0,0.2,0,5,0.1,0,0,0,5,0.2,0.2
unanimous_up_to_ties,1-2-5-7-6,log_time_syntaxBL,median,0.2,0.1,0.1,0.1,5,-0.1,0.2,-0.1,0.1,5,0.3,0.3
unanimous_up_to_ties,1-2-5-7-6,log_time_scaleSM,per_student,0.1,0.45840499,0.083783784,0.373090463,37,0.314285714,0.206526176,0.257142857,0.176126114,7,-0.214285714,0.214285714
unanimous_up_to_ties,1-2-5-7-6,log_time_scaleSM,avg,0.2,0,0.2,0,5,0.7,0,0.6,0,5,-0.5,0.5
unanimous_up_to_ties,1-2-5-7-6,log_time_scaleSM,median,0.5,0.288675135,0.4,0.294392029,5,0.8,0.1,0.7,0.1,5,-0.3,0.3
unanimous_up_to_ties,1-2-5-7-6,log_time_scaleST,per_student,0.091891892,0.391724102,0.062162162,0.319079208,37,0.328571429,0.383459015,0.257142857,0.301695887,7,-0.236679537,0.236679537
unanimous_up_to_ties,1-2-5-7-6,log_time_scaleST,avg,0.2,0,0.2,0,5,0.3,0,0.2,0,5,-0.1,0.1
unanimous_up_to_ties,1-2-5-7-6,log_time_scaleST,median,-4.63E-18,0.40824829,0,0.294392029,5,0.2,0.1,0.1,0.1,5,-0.2,0.2
unanimous_up_to_ties,1-2-5-7-6,time_correct_function,per_student,0.0421875,0.642882835,0.030208333,0.573086149,32,0.407142857,0.4362409,0.347619048,0.376220614,7,-0.364955357,0.364955357
unanimous_up_to_ties,1-2-5-7-6,time_correct_function,avg,0.6,0,0.4,0,5,0.9,0,0.8,0,5,-0.3,0.3
unanimous_up_to_ties,1-2-5-7-6,time_correct_function,median,0.2,0,0.2,0,5,0.65,0.05,0.5,0.1,5,-0.45,0.45
unanimous_up_to_ties,1-2-5-7-6,time_correct_output,per_student,0.386666667,0.53462344,0.318888889,0.483174942,30,0.9,0.09258201,0.828571429,0.154743589,7,-0.513333333,0.513333333
unanimous_up_to_ties,1-2-5-7-6,time_correct_output,avg,1,0,1,0,5,1,0,1,0,5,0,0
unanimous_up_to_ties,1-2-5-7-6,time_correct_output,median,0.9,0,0.8,0,5,1,0,1,0,5,-0.1,0.1
unanimous_up_to_ties,1-2-5-7-6,time_correct_syntaxBL,per_student,0.057142857,0.457031236,0.042857143,0.353986048,35,0.214285714,0.274791201,0.157142857,0.198976975,7,-0.157142857,0.157142857
unanimous_up_to_ties,1-2-5-7-6,time_correct_syntaxBL,avg,0.6,0,0.4,0,5,0.2,0,0.2,0,5,0.4,0.4
unanimous_up_to_ties,1-2-5-7-6,time_correct_syntaxBL,median,0.1,0,0,0,5,-0.2,0.294392029,-0.1,0.191485422,5,0.3,0.3
unanimous_up_to_ties,1-2-5-7-6,log_time_correct_function,per_student,0.0421875,0.642882835,0.030208333,0.573086149,32,0.407142857,0.4362409,0.347619048,0.376220614,7,-0.364955357,0.364955357
unanimous_up_to_ties,1-2-5-7-6,log_time_correct_function,avg,0.1,0,0,0,5,0.9,0,0.8,0,5,-0.8,0.8
unanimous_up_to_ties,1-2-5-7-6,log_time_correct_function,median,0.2,0,0.2,0,5,0.65,0.05,0.5,0.1,5,-0.45,0.45
unanimous_up_to_ties,1-2-5-7-6,log_time_correct_output,per_student,0.386666667,0.53462344,0.318888889,0.483174942,30,0.9,0.09258201,0.828571429,0.154743589,7,-0.513333333,0.513333333
unanimous_up_to_ties,1-2-5-7-6,log_time_correct_output,avg,1,0,1,0,5,1,0,1,0,5,0,0
unanimous_up_to_ties,1-2-5-7-6,log_time_correct_output,median,0.9,0,0.8,0,5,1,0,1,0,5,-0.1,0.1
unanimous_up_to_ties,1-2-5-7-6,log_time_correct_syntaxBL,per_student,0.057142857,0.457031236,0.042857143,0.353986048,35,0.214285714,0.274791201,0.157142857,0.198976975,7,-0.157142857,0.157142857
unanimous_up_to_ties,1-2-5-7-6,log_time_correct_syntaxBL,avg,0.3,0,0.2,0,5,0.2,0,0.2,0,5,0.1,0.1
unanimous_up_to_ties,1-2-5-7-6,log_time_correct_syntaxBL,median,0.1,0,0,0,5,-0.2,0.294392029,-0.1,0.191485422,5,0.3,0.3
unanimous_up_to_ties,1-2-5-7-6,acc_function,per_student,0.228378378,0.437057195,0.189189189,0.364494306,37,-0.207142857,0.392272292,-0.2,0.329501788,7,0.435521236,0.435521236
unanimous_up_to_ties,1-2-5-7-6,acc_function,avg,0.6,0,0.4,0,5,0,0,0,0,5,0.6,0.6
unanimous_up_to_ties,1-2-5-7-6,acc_function,median,0.25,0.262995564,0.2,0.21602469,5,-0.75,0.15,-0.6,0.21602469,5,1,1
unanimous_up_to_ties,1-2-5-7-6,acc_output,per_student,0.324324324,0.259057966,0.259459459,0.207246373,37,0.321428571,0.220157643,0.257142857,0.176126114,7,0.002895753,0.002895753
unanimous_up_to_ties,1-2-5-7-6,acc_output,avg,0.9,0,0.8,0,5,0.5,0.158113883,0.4,0.141421356,5,0.4,0.4
unanimous_up_to_ties,1-2-5-7-6,acc_output,median,0.5,0.288675135,0.4,0.294392029,5,0.5,0.288675135,0.4,0.294392029,5,0,0
unanimous_up_to_ties,1-2-5-7-6,acc_syntaxBL,per_student,-0.027027027,0.207818331,-0.021621622,0.166254665,37,-0.035714286,0.159719141,-0.028571429,0.127775313,7,0.008687259,0.008687259
unanimous_up_to_ties,1-2-5-7-6,acc_syntaxBL,avg,-0.2,0.1,-0.1,0.1,5,-0.1,0.282842712,-0.1,0.191485422,5,-0.1,0.1
unanimous_up_to_ties,1-2-5-7-6,acc_syntaxBL,median,0,0,0,0,5,0,0,0,0,5,0,0
unanimous_up_to_ties,1-2-5-7-6,scaleSM,per_student,0.510810811,0.227244105,0.427027027,0.208791437,37,0.535714286,0.203038149,0.442857143,0.191662969,7,-0.024903475,0.024903475
unanimous_up_to_ties,1-2-5-7-6,scaleSM,avg,0.7,0,0.6,0,5,0.7,0,0.6,0,5,0,0
unanimous_up_to_ties,1-2-5-7-6,scaleSM,median,0.65,0.05,0.5,0.1,5,0.25,0.262995564,0.2,0.21602469,5,0.4,0.4
unanimous_up_to_ties,1-2-5-7-6,scaleST,per_student,0.52027027,0.202170472,0.418918919,0.181343094,37,0.271428571,0.178999487,0.214285714,0.155182578,7,0.248841699,0.248841699
unanimous_up_to_ties,1-2-5-7-6,scaleST,avg,0.7,0,0.6,0,5,0.6,0,0.4,0,5,0.1,0.1
unanimous_up_to_ties,1-2-5-7-6,scaleST,median,0.8,0.1,0.7,0.1,5,0.25,0.262995564,0.2,0.21602469,5,0.55,0.55
unanimous_up_to_ties,1-2-5-7-8,readTime,per_student,0.27972973,0.513001167,0.210810811,0.450095356,37,0.457142857,0.542104742,0.428571429,0.471212071,7,-0.177413127,0.177413127
unanimous_up_to_ties,1-2-5-7-8,readTime,avg,0.7,0,0.6,0,5,0.7,0,0.6,0,5,0,0
unanimous_up_to_ties,1-2-5-7-8,readTime,median,0.5,0,0.4,0,5,0.5,0,0.4,0,5,0,0
unanimous_up_to_ties,1-2-5-7-8,log_readTime,per_student,0.27972973,0.513001167,0.210810811,0.450095356,37,0.457142857,0.542104742,0.428571429,0.471212071,7,-0.177413127,0.177413127
unanimous_up_to_ties,1-2-5-7-8,log_readTime,avg,0.7,0,0.6,0,5,0.7,0,0.6,0,5,0,0
unanimous_up_to_ties,1-2-5-7-8,log_readTime,median,0.5,0,0.4,0,5,0.5,0,0.4,0,5,0,0
unanimous_up_to_ties,1-2-5-7-8,time_function,per_student,0.327027027,0.334016223,0.264864865,0.297935433,37,0.571428571,0.328260723,0.485714286,0.25872529,7,-0.244401544,0.244401544
unanimous_up_to_ties,1-2-5-7-8,time_function,avg,0.7,0,0.6,0,5,0.9,0,0.8,0,5,-0.2,0.2
unanimous_up_to_ties,1-2-5-7-8,time_function,median,1,0,1,0,5,0.7,0,0.6,0,5,0.3,0.3
unanimous_up_to_ties,1-2-5-7-8,time_output,per_student,0.545945946,0.346093718,0.459459459,0.289882977,37,0.764285714,0.157467198,0.642857143,0.184058553,7,-0.218339768,0.218339768
unanimous_up_to_ties,1-2-5-7-8,time_output,avg,1,0,1,0,5,1,0,1,0,5,0,0
unanimous_up_to_ties,1-2-5-7-8,time_output,median,1,0,1,0,5,1,0,1,0,5,0,0
unanimous_up_to_ties,1-2-5-7-8,time_syntaxBL,per_student,0.025675676,0.383550557,0.043243243,0.305393446,37,-0.114285714,0.325920987,-0.1,0.261861468,7,0.13996139,0.13996139
unanimous_up_to_ties,1-2-5-7-8,time_syntaxBL,avg,0.1,0,0,0,5,0.1,0,0,0,5,0,0
unanimous_up_to_ties,1-2-5-7-8,time_syntaxBL,median,0,0.223606798,0,0.141421356,5,-0.3,0,-0.2,0,5,0.3,0.3
unanimous_up_to_ties,1-2-5-7-8,time_scaleSM,per_student,0.183783784,0.410841926,0.151351351,0.348449556,37,0.121428571,0.342112286,0.114285714,0.269542318,7,0.062355212,0.062355212
unanimous_up_to_ties,1-2-5-7-8,time_scaleSM,avg,0.7,0,0.6,0,5,-0.1,0,0,0,5,0.8,0.8
unanimous_up_to_ties,1-2-5-7-8,time_scaleSM,median,0.5,0.288675135,0.4,0.294392029,5,0.4,0.21602469,0.3,0.191485422,5,0.1,0.1
unanimous_up_to_ties,1-2-5-7-8,time_scaleST,per_student,0.177027027,0.440760184,0.137837838,0.356674847,37,0.064285714,0.472617548,0.057142857,0.341664593,7,0.112741313,0.112741313
unanimous_up_to_ties,1-2-5-7-8,time_scaleST,avg,0.4,0,0.4,0,5,0.55,0.15,0.5,0.1,5,-0.15,0.15
unanimous_up_to_ties,1-2-5-7-8,time_scaleST,median,0.5,0.238047614,0.4,0.21602469,5,-0.4,0.282842712,-0.3,0.191485422,5,0.9,0.9
unanimous_up_to_ties,1-2-5-7-8,log_time_function,per_student,0.327027027,0.334016223,0.264864865,0.297935433,37,0.571428571,0.328260723,0.485714286,0.25872529,7,-0.244401544,0.244401544
unanimous_up_to_ties,1-2-5-7-8,log_time_function,avg,0.6,0,0.4,0,5,0.9,0,0.8,0,5,-0.3,0.3
unanimous_up_to_ties,1-2-5-7-8,log_time_function,median,1,0,1,0,5,0.7,0,0.6,0,5,0.3,0.3
unanimous_up_to_ties,1-2-5-7-8,log_time_output,per_student,0.545945946,0.346093718,0.459459459,0.289882977,37,0.764285714,0.157467198,0.642857143,0.184058553,7,-0.218339768,0.218339768
unanimous_up_to_ties,1-2-5-7-8,log_time_output,avg,1,0,1,0,5,1,0,1,0,5,0,0
unanimous_up_to_ties,1-2-5-7-8,log_time_output,median,1,0,1,0,5,1,0,1,0,5,0,0
unanimous_up_to_ties,1-2-5-7-8,log_time_syntaxBL,per_student,0.025675676,0.383550557,0.043243243,0.305393446,37,-0.114285714,0.325920987,-0.1,0.261861468,7,0.13996139,0.13996139
unanimous_up_to_ties,1-2-5-7-8,log_time_syntaxBL,avg,0.3,0,0.2,0,5,-0.3,0,-0.2,0,5,0.6,0.6
unanimous_up_to_ties,1-2-5-7-8,log_time_syntaxBL,median,0,0.223606798,0,0.141421356,5,-0.3,0,-0.2,0,5,0.3,0.3
unanimous_up_to_ties,1-2-5-7-8,log_time_scaleSM,per_student,0.183783784,0.410841926,0.151351351,0.348449556,37,0.121428571,0.342112286,0.114285714,0.269542318,7,0.062355212,0.062355212
unanimous_up_to_ties,1-2-5-7-8,log_time_scaleSM,avg,0.7,0,0.6,0,5,0.2,0,0.2,0,5,0.5,0.5
unanimous_up_to_ties,1-2-5-7-8,log_time_scaleSM,median,0.5,0.288675135,0.4,0.294392029,5,0.4,0.21602469,0.3,0.191485422,5,0.1,0.1
unanimous_up_to_ties,1-2-5-7-8,log_time_scaleST,per_student,0.177027027,0.440760184,0.137837838,0.356674847,37,0.064285714,0.472617548,0.057142857,0.341664593,7,0.112741313,0.112741313
unanimous_up_to_ties,1-2-5-7-8,log_time_scaleST,avg,0.7,0,0.6,0,5,0,0,0,0,5,0.7,0.7
unanimous_up_to_ties,1-2-5-7-8,log_time_scaleST,median,0.5,0.238047614,0.4,0.21602469,5,-0.4,0.282842712,-0.3,0.191485422,5,0.9,0.9
unanimous_up_to_ties,1-2-5-7-8,time_correct_function,per_student,0.2078125,0.575286528,0.165625,0.533169531,32,0.478571429,0.322774958,0.395238095,0.255993906,7,-0.270758929,0.270758929
unanimous_up_to_ties,1-2-5-7-8,time_correct_function,avg,0.6,0,0.4,0,5,0.9,0,0.8,0,5,-0.3,0.3
unanimous_up_to_ties,1-2-5-7-8,time_correct_function,median,0.2,0,0.2,0,5,0.55,0.05,0.3,0.1,5,-0.35,0.35
unanimous_up_to_ties,1-2-5-7-8,time_correct_output,per_student,0.403333333,0.531340025,0.343333333,0.469763534,30,0.9,0.09258201,0.819047619,0.166053293,7,-0.496666667,0.496666667
unanimous_up_to_ties,1-2-5-7-8,time_correct_output,avg,1,0,1,0,5,1,0,1,0,5,0,0
unanimous_up_to_ties,1-2-5-7-8,time_correct_output,median,0.9,0,0.8,0,5,1,0,1,0,5,-0.1,0.1
unanimous_up_to_ties,1-2-5-7-8,time_correct_syntaxBL,per_student,-0.06,0.489868787,-0.038095238,0.401437327,35,-0.178571429,0.320554367,-0.128571429,0.211891385,7,0.118571429,0.118571429
unanimous_up_to_ties,1-2-5-7-8,time_correct_syntaxBL,avg,0.3,0,0.2,0,5,0.1,0,0,0,5,0.2,0.2
unanimous_up_to_ties,1-2-5-7-8,time_correct_syntaxBL,median,-0.1,0.2,-0.1,0.1,5,-0.45,0.15,-0.3,0.1,5,0.35,0.35
unanimous_up_to_ties,1-2-5-7-8,log_time_correct_function,per_student,0.2078125,0.575286528,0.165625,0.533169531,32,0.478571429,0.322774958,0.395238095,0.255993906,7,-0.270758929,0.270758929
unanimous_up_to_ties,1-2-5-7-8,log_time_correct_function,avg,0.1,0,0,0,5,0.9,0,0.8,0,5,-0.8,0.8
unanimous_up_to_ties,1-2-5-7-8,log_time_correct_function,median,0.2,0,0.2,0,5,0.55,0.05,0.3,0.1,5,-0.35,0.35
unanimous_up_to_ties,1-2-5-7-8,log_time_correct_output,per_student,0.403333333,0.531340025,0.343333333,0.469763534,30,0.9,0.09258201,0.819047619,0.166053293,7,-0.496666667,0.496666667
unanimous_up_to_ties,1-2-5-7-8,log_time_correct_output,avg,1,0,1,0,5,1,0,1,0,5,0,0
unanimous_up_to_ties,1-2-5-7-8,log_time_correct_output,median,0.9,0,0.8,0,5,1,0,1,0,5,-0.1,0.1
unanimous_up_to_ties,1-2-5-7-8,log_time_correct_syntaxBL,per_student,-0.06,0.489868787,-0.038095238,0.401437327,35,-0.178571429,0.320554367,-0.128571429,0.211891385,7,0.118571429,0.118571429
unanimous_up_to_ties,1-2-5-7-8,log_time_correct_syntaxBL,avg,0.3,0,0.2,0,5,-0.3,0,-0.2,0,5,0.6,0.6
unanimous_up_to_ties,1-2-5-7-8,log_time_correct_syntaxBL,median,-0.1,0.2,-0.1,0.1,5,-0.45,0.15,-0.3,0.1,5,0.35,0.35
unanimous_up_to_ties,1-2-5-7-8,acc_function,per_student,0.233783784,0.446617022,0.194594595,0.366831537,37,-0.078571429,0.234303135,-0.1,0.192724822,7,0.312355212,0.312355212
unanimous_up_to_ties,1-2-5-7-8,acc_function,avg,0.6,0,0.4,0,5,0,0,0,0,5,0.6,0.6
unanimous_up_to_ties,1-2-5-7-8,acc_function,median,0.25,0.262995564,0.2,0.21602469,5,-0.25,0.381881308,-0.2,0.294392029,5,0.5,0.5
unanimous_up_to_ties,1-2-5-7-8,acc_output,per_student,0.256756757,0.346246702,0.205405405,0.276997362,37,0.25,0.298807152,0.2,0.239045722,7,0.006756757,0.006756757
unanimous_up_to_ties,1-2-5-7-8,acc_output,avg,0.9,0,0.8,0,5,0.5,0.158113883,0.4,0.141421356,5,0.4,0.4
